"","Value","Freq","Count","CLASSNAMES","R","G","B","RED","GREEN","BLUE","ACRES","REL_PERCENT"
"172",368,52792,25520215,"Herb Cover = 68%",5,132,108,0.019607843,0.517647059,0.423529412,11741,2.2
"173",369,1029,13925292,"Herb Cover = 69%",1,131,106,0.003921569,0.51372549,0.415686275,229,0
"174",370,55554,22737504,"Herb Cover = 70%",0,130,106,0,0.509803922,0.415686275,12355,2.3
"175",371,56879,21027218,"Herb Cover = 71%",0,129,108,0,0.505882353,0.423529412,12650,2.4
"176",372,56160,18510206,"Herb Cover = 72%",0,128,110,0,0.501960784,0.431372549,12490,2.3
"177",373,54703,12186051,"Herb Cover = 73%",0,128,111,0,0.501960784,0.435294118,12166,2.3
"178",374,51751,15868706,"Herb Cover = 74%",0,127,113,0,0.498039216,0.443137255,11509,2.1
"179",375,4302,8267407,"Herb Cover = 75%",0,126,115,0,0.494117647,0.450980392,957,0.2
"180",376,47898,13129414,"Herb Cover = 76%",0,126,117,0,0.494117647,0.458823529,10652,2
"181",377,42651,7933428,"Herb Cover = 77%",0,125,118,0,0.490196078,0.462745098,9485,1.8
"182",378,35806,11032212,"Herb Cover = 78%",0,124,120,0,0.48627451,0.470588235,7963,1.5
"183",379,36035,10456203,"Herb Cover = 79%",0,123,122,0,0.482352941,0.478431373,8014,1.5
"184",380,19729,7036223,"Herb Cover = 80%",0,123,124,0,0.482352941,0.48627451,4388,0.8
"185",381,12,3284390,"Herb Cover = 81%",0,122,125,0,0.478431373,0.490196078,3,0
"186",382,15196,5806532,"Herb Cover = 82%",0,121,127,0,0.474509804,0.498039216,3380,0.6
"187",383,10914,2627476,"Herb Cover = 83%",0,121,129,0,0.474509804,0.505882353,2427,0.5
"188",384,7429,4788547,"Herb Cover = 84%",0,121,131,0,0.474509804,0.51372549,1652,0.3
"189",385,6524,3587474,"Herb Cover = 85%",0,118,129,0,0.462745098,0.505882353,1451,0.3
"190",386,2902,2257218,"Herb Cover = 86%",0,115,126,0,0.450980392,0.494117647,645,0.1
"191",388,2397,1915316,"Herb Cover = 88%",0,110,120,0,0.431372549,0.470588235,533,0.1
"192",389,1154,1325027,"Herb Cover = 89%",0,107,117,0,0.419607843,0.458823529,257,0
"193",390,931,1214787,"Herb Cover = 90%",0,104,114,0,0.407843137,0.447058824,207,0
"194",391,502,1026824,"Herb Cover = 91%",0,102,111,0,0.4,0.435294118,112,0
"195",392,23,889557,"Herb Cover = 92%",0,99,108,0,0.388235294,0.423529412,5,0
"196",394,125,167002,"Herb Cover = 94%",0,93,102,0,0.364705882,0.4,28,0
"197",395,19,340892,"Herb Cover = 95%",0,91,100,0,0.356862745,0.392156863,4,0
